id,name,flowType,category,referenceUnit,casNumber,status,description,source,sourceDatabase
FLOW_PA12,PA12,ProductFlow,material,kg,,candidate,Intermediate/product flow for PA12,,
FLOW_PETG,PETG,ProductFlow,material,kg,,candidate,Intermediate/product flow for PETG,,
FLOW_ALUMINUM,Aluminum,ProductFlow,material,kg,,candidate,Intermediate/product flow for aluminum,,
FLOW_STEEL,Steel,ProductFlow,material,kg,,candidate,Intermediate/product flow for steel,,
FLOW_TPU,TPU,ProductFlow,material,kg,,candidate,Intermediate/product flow for TPU,,
FLOW_SILICONE,Silicone,ProductFlow,material,kg,,candidate,Intermediate/product flow for silicone,,
FLOW_ELECTRICITY,Electricity,ProductFlow,energy,kWh,,candidate,Electricity input as intermediate/product flow,,
FLOW_COMPONENT,Finished gripper component,ProductFlow,product,pcs,,candidate,Reference product output,,
FLOW_WASTE,Manufacturing waste,WasteFlow,waste,kg,,candidate,Generic waste flow,,
08a91e70-3ddc-11dd-933e-0050c2490048,HFC-116,ElementaryFlow,Emissions / Emissions to air,kg,000076-16-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9343-0050c2490048,mercaptan,ElementaryFlow,Emissions / Emissions to air,kg,000075-08-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9349-0050c2490048,ethanol,ElementaryFlow,Emissions / Emissions to air,kg,000064-17-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-934d-0050c2490048,ethephon,ElementaryFlow,Emissions / Emissions to air,kg,016672-87-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9359-0050c2490048,ethofumesate,ElementaryFlow,Emissions / Emissions to soil,kg,026225-79-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9360-0050c2490048,ethoprophos,ElementaryFlow,Emissions / Emissions to soil,kg,013194-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-936c-0050c2490048,ethyl amine,ElementaryFlow,Emissions / Emissions to air,kg,000075-04-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9380-0050c2490048,chlorpyrifos,ElementaryFlow,Emissions / Emissions to water,kg,002921-88-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9383-0050c2490048,ethylene,ElementaryFlow,Emissions / Emissions to water,kg,000074-85-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-938e-0050c2490048,ethylene oxide,ElementaryFlow,Emissions / Emissions to water,kg,000075-21-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93aa-0050c2490048,triallate,ElementaryFlow,Emissions / Emissions to soil,kg,002303-17-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93ac-0050c2490048,triallate,ElementaryFlow,Emissions / Emissions to air,kg,002303-17-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93b4-0050c2490048,fenpiclonil,ElementaryFlow,Emissions / Emissions to soil,kg,074738-17-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93b6-0050c2490048,fenpropidin,ElementaryFlow,Emissions / Emissions to soil,kg,067306-00-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93c1-0050c2490048,fenpropimorph,ElementaryFlow,Emissions / Emissions to soil,kg,067306-03-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93c3-0050c2490048,acetamide,ElementaryFlow,Emissions / Emissions to soil,kg,000060-35-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93cd-0050c2490048,acetamide,ElementaryFlow,Emissions / Emissions to water,kg,000060-35-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93f0-0050c2490048,natural aggregate,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93f7-0050c2490048,fluoride,ElementaryFlow,Emissions / Emissions to air,kg,016984-48-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93fb-0050c2490048,fluoride,ElementaryFlow,Emissions / Emissions to water,kg,016984-48-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93fe-0050c2490048,fluoride,ElementaryFlow,Emissions / Emissions to soil,kg,016984-48-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-93ff-0050c2490048,fluoride,ElementaryFlow,Emissions / Emissions to water,kg,016984-48-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9400-0050c2490048,fluorine,ElementaryFlow,Emissions / Emissions to air,kg,007782-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9404-0050c2490048,fluorine,ElementaryFlow,Emissions / Emissions to water,kg,007782-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9407-0050c2490048,fluorine,ElementaryFlow,Emissions / Emissions to water,kg,007782-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9408-0050c2490048,fluorine,ElementaryFlow,Resources / Resources from ground,kg,007782-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9409-0050c2490048,fluroxypyr,ElementaryFlow,Emissions / Emissions to soil,kg,069377-81-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-940e-0050c2490048,cyproconazole,ElementaryFlow,Emissions / Emissions to soil,kg,094361-06-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9410-0050c2490048,cyprodinil,ElementaryFlow,Emissions / Emissions to soil,kg,121552-61-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9412-0050c2490048,cyprodinil,ElementaryFlow,Emissions / Emissions to water,kg,121552-61-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9418-0050c2490048,sodium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-23-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-941b-0050c2490048,formaldehyde,ElementaryFlow,Emissions / Emissions to air,kg,000050-00-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9424-0050c2490048,formic acid,ElementaryFlow,Emissions / Emissions to air,kg,000064-18-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9437-0050c2490048,gadolinium,ElementaryFlow,Resources / Resources from ground,kg,007440-54-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9438-0050c2490048,gallium,ElementaryFlow,Resources / Resources from ground,kg,007440-55-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9449-0050c2490048,granite,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-944a-0050c2490048,carbon,ElementaryFlow,Resources / Resources from ground,kg,007782-42-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9465-0050c2490048,helium,ElementaryFlow,Emissions / Emissions to air,kg,007440-59-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9473-0050c2490048,hexamethylene diamine,ElementaryFlow,Emissions / Emissions to air,kg,000124-09-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-947d-0050c2490048,hexane,ElementaryFlow,Emissions / Emissions to air,kg,000110-54-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9499-0050c2490048,holmium,ElementaryFlow,Resources / Resources from ground,kg,007440-60-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-949c-0050c2490048,hydrogen,ElementaryFlow,Emissions / Emissions to air,kg,001333-74-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94a0-0050c2490048,hydrogen arsenide,ElementaryFlow,Emissions / Emissions to air,kg,007784-42-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94a4-0050c2490048,hydrogen peroxide,ElementaryFlow,Emissions / Emissions to water,kg,007722-84-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94a9-0050c2490048,hydrogen sulfide,ElementaryFlow,Emissions / Emissions to air,kg,007783-06-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94ad-0050c2490048,hydrogen sulfide,ElementaryFlow,Emissions / Emissions to water,kg,007783-06-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94b2-0050c2490048,hydrogen-3,ElementaryFlow,Emissions / Emissions to air,kBq,010028-17-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94b6-0050c2490048,hydrogen-3,ElementaryFlow,Emissions / Emissions to water,kBq,010028-17-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94b9-0050c2490048,hydrogen-3,ElementaryFlow,Emissions / Emissions to water,kBq,010028-17-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94ba-0050c2490048,hydroxide,ElementaryFlow,Emissions / Emissions to water,kg,014280-30-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94c0-0050c2490048,1,2,3-trimethylbenzene,ElementaryFlow,Emissions / Emissions to air,kg,000526-73-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94c3-0050c2490048,nitrous oxide,ElementaryFlow,Emissions / Emissions to air,kg,010024-97-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94cd-0050c2490048,hypochlorite,ElementaryFlow,Emissions / Emissions to water,kg,014380-61-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94d0-0050c2490048,hypochlorite,ElementaryFlow,Emissions / Emissions to water,kg,014380-61-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94d5-0050c2490048,indium,ElementaryFlow,Resources / Resources from ground,kg,007440-74-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94d6-0050c2490048,iodide,ElementaryFlow,Emissions / Emissions to water,kg,020461-54-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94d9-0050c2490048,xenon-131,ElementaryFlow,Emissions / Emissions to air,kBq,014683-11-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94dd-0050c2490048,xenon-133,ElementaryFlow,Emissions / Emissions to air,kBq,014932-42-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94e1-0050c2490048,xenon-135,ElementaryFlow,Emissions / Emissions to air,kBq,014995-62-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94e3-0050c2490048,zinc,ElementaryFlow,Emissions / Emissions to air,kg,007440-66-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94e7-0050c2490048,zinc,ElementaryFlow,Emissions / Emissions to water,kg,007440-66-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94ea-0050c2490048,zinc,ElementaryFlow,Emissions / Emissions to soil,kg,007440-66-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94eb-0050c2490048,zinc,ElementaryFlow,Emissions / Emissions to water,kg,007440-66-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94ed-0050c2490048,zinc-65,ElementaryFlow,Emissions / Emissions to air,kBq,013982-39-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94f4-0050c2490048,zirconium,ElementaryFlow,Emissions / Emissions to air,kg,007440-67-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-94f9-0050c2490048,zirconium-95,ElementaryFlow,Emissions / Emissions to air,kBq,013967-71-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9501-0050c2490048,particles (PM2.5 - PM10),ElementaryFlow,Emissions / Emissions to air,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9505-0050c2490048,sodium,ElementaryFlow,Emissions / Emissions to water,kg,007440-23-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9508-0050c2490048,chloride,ElementaryFlow,Emissions / Emissions to water,kg,016887-00-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-950b-0050c2490048,chromium VI,ElementaryFlow,Emissions / Emissions to air,kg,018540-29-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-951c-0050c2490048,acetic acid,ElementaryFlow,Emissions / Emissions to soil,kg,000064-19-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-951d-0050c2490048,acetic acid,ElementaryFlow,Emissions / Emissions to water,kg,000064-19-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9520-0050c2490048,acetone,ElementaryFlow,Emissions / Emissions to air,kg,000067-64-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9524-0050c2490048,acetone,ElementaryFlow,Emissions / Emissions to water,kg,000067-64-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-952a-0050c2490048,bis(n-octyl) phthalate,ElementaryFlow,Emissions / Emissions to air,kg,000117-84-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-954b-0050c2490048,ammonia,ElementaryFlow,Emissions / Emissions to soil,kg,007664-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-954c-0050c2490048,ammonia,ElementaryFlow,Emissions / Emissions to water,kg,007664-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-954d-0050c2490048,ammonium,ElementaryFlow,Emissions / Emissions to air,kg,014798-03-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9573-0050c2490048,tar,ElementaryFlow,Emissions / Emissions to air,kg,008007-45-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9578-0050c2490048,tin oxide,ElementaryFlow,Emissions / Emissions to air,kg,001332-29-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-957a-0050c2490048,ioxynil,ElementaryFlow,Emissions / Emissions to air,kg,001689-83-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-957e-0050c2490048,ioxynil,ElementaryFlow,Emissions / Emissions to water,kg,001689-83-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9583-0050c2490048,iprodione,ElementaryFlow,Emissions / Emissions to soil,kg,036734-19-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9586-0050c2490048,iodine-131,ElementaryFlow,Emissions / Emissions to water,kBq,010043-66-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9587-0050c2490048,iodine-133,ElementaryFlow,Emissions / Emissions to air,kBq,014834-67-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-958b-0050c2490048,iodine-133,ElementaryFlow,Emissions / Emissions to water,kBq,014834-67-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-958e-0050c2490048,ioxynil,ElementaryFlow,Emissions / Emissions to soil,kg,001689-83-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9591-0050c2490048,iron,ElementaryFlow,Emissions / Emissions to air,kg,007439-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9595-0050c2490048,iron,ElementaryFlow,Emissions / Emissions to water,kg,007439-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9598-0050c2490048,iron,ElementaryFlow,Emissions / Emissions to soil,kg,007439-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9599-0050c2490048,iron,ElementaryFlow,Emissions / Emissions to water,kg,007439-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-959a-0050c2490048,iron,ElementaryFlow,Resources / Resources from ground,kg,007439-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-959b-0050c2490048,iron-59,ElementaryFlow,Emissions / Emissions to water,kBq,014596-12-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95a4-0050c2490048,isobutanol,ElementaryFlow,Emissions / Emissions to air,kg,000078-83-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95b1-0050c2490048,isopentane,ElementaryFlow,Emissions / Emissions to air,kg,000078-78-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95b9-0050c2490048,isoprene,ElementaryFlow,Emissions / Emissions to air,kg,000078-79-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95bc-0050c2490048,isoproturon,ElementaryFlow,Emissions / Emissions to water,kg,034123-59-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95c2-0050c2490048,kresoxim methyl,ElementaryFlow,Emissions / Emissions to soil,kg,143390-89-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95ca-0050c2490048,krypton-85,ElementaryFlow,Emissions / Emissions to air,kBq,013983-27-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95ce-0050c2490048,krypton-87,ElementaryFlow,Emissions / Emissions to air,kBq,014809-68-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95d4-0050c2490048,lead-210,ElementaryFlow,Emissions / Emissions to water,kBq,014255-04-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95eb-0050c2490048,mancozeb,ElementaryFlow,Emissions / Emissions to soil,kg,008018-01-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95ed-0050c2490048,mancozeb,ElementaryFlow,Emissions / Emissions to water,kg,008018-01-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95f8-0050c2490048,mercury,ElementaryFlow,Emissions / Emissions to soil,kg,007439-97-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95fd-0050c2490048,metamitron,ElementaryFlow,Emissions / Emissions to soil,kg,041394-05-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-95ff-0050c2490048,metamitron,ElementaryFlow,Emissions / Emissions to air,kg,041394-05-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9603-0050c2490048,metamitron,ElementaryFlow,Emissions / Emissions to water,kg,041394-05-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9610-0050c2490048,methane (fossil),ElementaryFlow,Emissions / Emissions to air,kg,000074-82-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9618-0050c2490048,dichloromethane,ElementaryFlow,Emissions / Emissions to air,kg,000075-09-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-961c-0050c2490048,dichloromethane,ElementaryFlow,Emissions / Emissions to water,kg,000075-09-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-962f-0050c2490048,atrazine,ElementaryFlow,Emissions / Emissions to water,kg,001912-24-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9634-0050c2490048,bentonite,ElementaryFlow,Resources / Resources from ground,kg,001302-78-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9643-0050c2490048,chloroform,ElementaryFlow,Emissions / Emissions to water,kg,000067-66-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9646-0050c2490048,dichloroprop,ElementaryFlow,Emissions / Emissions to soil,kg,000120-36-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9648-0050c2490048,dichloroprop,ElementaryFlow,Emissions / Emissions to air,kg,000120-36-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-965c-0050c2490048,HCFC-21,ElementaryFlow,Emissions / Emissions to air,kg,000075-43-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9663-0050c2490048,chloropicrin,ElementaryFlow,Emissions / Emissions to air,kg,000076-06-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-966b-0050c2490048,dichloroprop,ElementaryFlow,Emissions / Emissions to water,kg,000120-36-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9672-0050c2490048,cadmium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-43-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9674-0050c2490048,cadmium,ElementaryFlow,Emissions / Emissions to air,kg,007440-43-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9677-0050c2490048,R-40,ElementaryFlow,Emissions / Emissions to air,kg,000074-87-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-967b-0050c2490048,R-40,ElementaryFlow,Emissions / Emissions to water,kg,000074-87-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9680-0050c2490048,FC-14,ElementaryFlow,Emissions / Emissions to air,kg,000075-73-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
